Status,Title,URL,LocalFile,FileType,Size,LastModified,DownloadResult,Level,Referrer
"Saved",".social-component a {border-radius: 100%}.layout_id_2 .bdp_blog_template .bdp-pinterest-share-image a {background-image: url(""https://mohamedradwan.com/wp-content/plugins/blog-designer-pro/public/images/pinterest.png"");}.layout_id_2 .bdp_blog_template .post_content a {color: #ffffff;}.layout_id_2 .bdp_edd_price_wrapper {text-align: left;}.layout_id_2 .bdp_edd_price_wrapper .edd_price {padding-left: 0px;padding-right: 0px;padding-top: 0px;padding-bottom: 0px;}.layout_id_2 .bdp_edd_price_wrapper .edd_price span {padding:0}.layout_id_2 .bdp_edd_price_wrapper .edd_price,.layout_id_2 .bdp_edd_price_wrapper .edd_price span {color: #ffffff !important;font-size: 14px;font-weight: normal;line-height: 1.5;letter-spacing: 0px;text-decoration: none;width: auto;word-break: break-all;}.layout_id_2 .fairy .fairy_wrap .post_content_area .bdp_edd_download_buy_button a.bdp_edd_view_button,.layout_id_2 .bdp_edd_download_buy_button a.bdp_edd_view_button,.layout_id_2 .bdp_edd_download_buy_button .edd_go_to_checkout,.layout_id_2 .bdp_edd_download_buy_button .edd-add-to-cart-label,.layout_id_2 .bdp_edd_download_buy_button .edd-add-to-cart {font-size: 14px;font-weight: normal;line-height: 1.5;letter-spacing: 0px;text-transform: none;text-decoration: none;color: #ff355e !important;}.layout_id_2 .bdp_edd_download_buy_button a.bdp_edd_view_button,.layout_id_2 .bdp_edd_download_buy_button .edd_go_to_checkout,.layout_id_2 .bdp_edd_download_buy_button .edd-add-to-cart { background-color: #ffffff;border-left:0px solid ;border-right:0px solid ;border-top:0px solid ;border-bottom:0px solid ;border-radius:0px;padding-top: 10px;padding-bottom: 10px;padding-left: 10px;padding-right: 10px;}.layout_id_2 .bdp_edd_download_buy_button {text-align: left;margin-top: 10px;margin-bottom: 10px;margin-left: 0px;margin-right:0px}.layout_id_2 .bdp_edd_download_buy_button a.bdp_edd_view_button:hover,.layout_id_2 .bdp_edd_download_buy_button .edd_go_to_checkout:hover,.layout_id_2 .bdp_edd_download_buy_button .edd-add-to-cart:hover {background-color: #ffffff;border-left:0px solid ;border-right:0px solid ;border-top:0px solid ;border-bottom:0px solid ;border-radius:0px;}.layout_id_2 .bdp_edd_download_buy_button .edd-add-to-cart:hover .edd-add-to-cart-label,.layout_id_2 .bdp_edd_download_buy_button a.bdp_edd_view_button:hover,.layout_id_2 .bdp_edd_download_buy_button .edd_go_to_checkout:hover,.layout_id_2 .bdp_edd_download_buy_button .edd-add-to-cart:hover {color: #ffffff !important;}.layout_id_2 .deport.even_class .bdp_edd_price_wrapper,.layout_id_2 .navia.even_class .bdp_edd_price_wrapper,.layout_id_2 .bdp_blog_template .easy-timeline > li:nth-child(2n) .bdp_edd_price_wrapper,.layout_id_2 .fairy.even_class .bdp_edd_price_wrapper,.layout_id_2 .masonry-timeline-wrapp:nth-child(2n) .bdp_edd_price_wrapper,.layout_id_2 .story .entity-content-right .blog_post_wrap .bdp_edd_price_wrapper {text-align:right}.layout_id_2 .deport.even_class .bdp_edd_download_buy_button,.layout_id_2 .navia.even_class .bdp_edd_download_buy_button,.layout_id_2 .bdp_blog_template .easy-timeline > li:nth-child(2n) .bdp_edd_download_buy_button,.layout_id_2 .fairy.even_class .bdp_edd_download_buy_button,.layout_id_2 .masonry-timeline-wrapp:nth-child(2n) .bdp_edd_download_buy_button,.layout_id_2 .story .entity-content-right .blog_post_wrap .bdp_edd_download_buy_button {text-align:right}/** Pagination Css */.layout_id_2.news_cover .bdp_blog_template.news-wrapper .social-component {width:auto}/** Social Share count position */.layout_id_2 .bdp_blog_template .social-component .social-share .count {background-color: transparent;border: 1px solid #ddd;border-radius: 5px;clear: both;float: left;line-height: 1;margin: 10px 0 0;padding: 5px 4%;text-align: center;width: 38px;position: relative;word-wrap: break-word;height: auto;color: #ffffff;}.layout_id_2 .bdp_blog_template .social-component.large .social-share .count {width:45px}.layout_id_2 .bdp_blog_template .social-component .social-share .count:before {border-bottom:8px solid #ddd;border-left:8px solid rgba(0,0,0,0);border-right:8px dashed rgba(0,0,0,0);content:"""";left:0;margin:0 auto;position:absolute;right:0;top:-8px;width:0}/** Post Title */.layout_id_2 .bdp_blog_template .post-title,.layout_id_2 .bdp_blog_template h2.post-title,.layout_id_2 .bdp_blog_template .blog_header h2,.layout_id_2 .bdp_blog_template h2.blog_header,.layout_id_2 .bdp_post_title,.layout_id_2 .bdp_blog_template .post-title h2,.layout_id_2 .bdp_blog_template .post_title{text-align: left !important;}.layout_id_2 .deport.even_class h2.post-title,.layout_id_2 .bdp_blog_template .easy-timeline > li:nth-child(2n) .post-title,.layout_id_2 .fairy.even_class .clicky-wrap h2.post-title,.layout_id_2 .masonry-timeline-wrapp:nth-child(2n) h2.post-title,.layout_id_2 .navia.even_class h2.post-title,.layout_id_2 .story .entity-content-right .blog_post_wrap h2{text-align: right !important}.layout_id_2 .bdp_blog_template .entry-title a,.layout_id_2 .bdp_blog_template h2.post-title a,.layout_id_2 .bdp_blog_template h2.post-title {color: #ffffff;font-size: 20px;font-family: Cairo;font-weight: normal;line-height: 1;text-transform: none;text-decoration: none;}.layout_id_2 .bdp_blog_template.box-template .blog_header .post-title{}.layout_id_2 .bdp_blog_template h2.post-title a:hover,.layout_id_2 .bdp_blog_template .entry-title a:hover{color:#1e73be;}/** Apply content Font Family */.layout_id_2 .bdp_blog_template .post_content_wrap,.layout_id_2 .bdp_blog_template .post_content,.layout_id_2 .bdp_blog_template .post_content p,.layout_id_2 .bdp_blog_template .label_featured_post,.layout_id_2 .bdp_blog_template .label_featured_post span,.layout_id_2 .bdp_blog_template .post_summary_outer,.layout_id_2 .bdp_blog_template .post_hentry,.layout_id_2 .bdp_blog_template .blog_footer,.layout_id_2 .bdp_blog_template .post-comment {color: #ffffff;}/** Apply Content color */.layout_id_2 .deport-category-text.categories_link{color: #ffffff}/** Font Awesome apply */.layout_id_2 .bdp_blog_template .post_hentry.fas {font-family: 'Font Awesome 5 Free'}/** Apply link color */.layout_id_2 .bdp_blog_template .tags a,.layout_id_2 .bdp_blog_template .categories a,.layout_id_2 .bdp_blog_template .category-link a,.layout_id_2 .bdp_blog_template .custom-categories a,.layout_id_2 .deport-category-text,.layout_id_2 .bdp_blog_template .metacomments a,.layout_id_2 .deport .metadatabox a span.bdp-count {color:#ffffff;}.layout_id_2 .blog_template .social-component a {border-color:#ffffff;color:#ffffff;}/** Apply Link Hover Color */.layout_id_2 .blog_template .upper_image_wrapper.bdp_link_post_format a:hover{color: #ffffff;}/** Apply Content Setting */.layout_id_2 .bdp_blog_template .post_content,.layout_id_2 .bdp_blog_template .label_featured_post,.layout_id_2 .bdp_blog_template .label_featured_post span,.layout_id_2 .bdp_blog_template .post_content p {font-size: 14px;font-weight: normal;line-height: 1.5;text-transform: none;text-decoration: none;}.layout_id_2 .bdp_blog_template .upper_image_wrapper blockquote,.layout_id_2 .bdp_blog_template .upper_image_wrapper blockquote p{font-size: 17px;font-family: ;color: #ffffff;}.layout_id_2 .bdp_blog_template .upper_image_wrapper blockquote:before{font-size: 19px;color: #ffffff}.layout_id_2 .blog_template .upper_image_wrapper.bdp_link_post_format a{font-size: 19px;font-family: ;background: rgba(255,255,255,0.9);color: #ffffff;}/** Template color */.layout_id_2 .bdp_blog_template .upper_image_wrapper blockquote{background: rgba(255,255,255,0.9);border-color: #00074c;}/** Author Archive Settings */.layout_id_2.bdp_archive .author-avatar-div {background-color: inherit;}.bdp_archive.layout_id_2 .author-avatar-div .author_content .author {color: #ffffff;font-size: 20px;font-family: Cairo;font-weight: normal;line-height: 1;text-transform: none;text-decoration: none;}/** Woocommerce Layout Settings *//** End Woocommerce Layout settingd *//** Link label css */.layout_id_2 .bdp_blog_template .link-lable{font-size: 14px;color: #ffffff;}.layout_id_2 .bdp_blog_template .post_content a:hover,.layout_id_2 .bdp_blog_template .tags a:hover,.layout_id_2 .bdp_blog_template .categories a:hover,.layout_id_2 .bdp_blog_template a:hover,.layout_id_2 .bdp_blog_template .category-link a:hover,.layout_id_2 .wise_block_blog .metadatabox .metacomments a:hover,.layout_id_2 .bdp_blog_template .bdp-wrapper-like a:hover,.layout_id_2 .bdp_blog_template .bdp-wrapper-like a:hover .bdp-count,.layout_id_2 .bdp_blog_template .bdp-wrapper-like a:hover i{color:#ffffff;}.layout_id_2 .bdp_blog_template .bdp-wrapper-like a i,.layout_id_2 .bdp_blog_template .bdp-wrapper-like a,.layout_id_2 .wise_block_blog .metadatabox li,.layout_id_2 .bdp_blog_template .bdp-wrapper-like a .bdp-count{color: #ffffff;}/* Evolution Layout Template CSS. */.layout_id_2 .bdp_blog_template.sunshiny_slider .post_hentry:before {background: linear-gradient(to top, rgba(0,7,76,0.8) 0px, rgba(0, 0, 0, 0) 100%);}.layout_id_2 .blog_template.bdp_blog_template.sunshiny_slider .bdp-post-image{height: 500px;overflow: hidden;}.layout_id_2 .bdp_blog_template.sunshiny_slider img{height:100%}.layout_id_2 .blog_template.bdp_blog_template.sunshiny_slider .blog_header h2 {background: ;color:#ffffff;font-size: 20px;font-family: Cairo;font-weight: normal;line-height: 1;text-transform: none;text-decoration: none;}.layout_id_2 .blog_template.bdp_blog_template.sunshiny_slider .blog_header h2 a{color:#ffffff;font-size: 20px;font-family: Cairo; }.layout_id_2 .blog_template.bdp_blog_template.sunshiny_slider .blog_header h2 a:hover{color:#1e73be;}.layout_id_2 .blog_template.bdp_blog_template.sunshiny_slider .metadatabox .mauthor a,.layout_id_2 .blog_template.bdp_blog_template.sunshiny_slider .metadatabox .mauthor a span,.layout_id_2 .blog_template.bdp_blog_template.sunshiny_slider .metadatabox .post-date a,.layout_id_2 .blog_template.bdp_blog_template.sunshiny_slider .metadatabox .post-comment a{color: #ffffff;}.layout_id_2 .blog_template.bdp_blog_template.sunshiny_slider .metadatabox .mauthor a:hover span {color: #ffffff;}.layout_id_2 .label_featured_post span,.layout_id_2 .blog_template.bdp_blog_template.sunshiny_slider .category-link a{background: #000000;}.layout_id_2 .blog_template.bdp_blog_template.sunshiny_slider .metadatabox,.layout_id_2 .blog_template.sunshiny_slider .post_content .post_content-inner,.layout_id_2 .blog_template.sunshiny_slider .post_content .post_content-inner p{font-size: 14px;color: #ffffff;}.layout_id_2 .blog_template.bdp_blog_template.sunshiny_slider .metadatabox .mauthor,.layout_id_2 .blog_template.bdp_blog_template.sunshiny_slider .metadatabox .post-date,.layout_id_2 .blog_template.bdp_blog_template.sunshiny_slider .metadatabox .post-comment,.layout_id_2 .blog_template.bdp_blog_template.sunshiny_slider .tags,.layout_id_2 .blog_template.bdp_blog_template.sunshiny_slider .tags i,.layout_id_2 .blog_template.sunshiny_slider .label_featured_post,.layout_id_2 .blog_template.bdp_blog_template.sunshiny_slider .category-link{font-weight: normal;line-height: 1.5;text-transform: none;text-decoration: none;color: #ffffff;font-size: 14px;}.layout_id_2 .blog_template.bdp_blog_template.sunshiny_slider .metadatabox .mauthor a:hover,.layout_id_2 .blog_template.bdp_blog_template.sunshiny_slider .metadatabox .post-date a:hover,.layout_id_2 .blog_template.bdp_blog_template.sunshiny_slider .metadatabox .post-comment a:hover{color: #ffffff}.layout_id_2 .sunshiny_slider .read-more a.more-tag {border-left:0px solid  !important;border-right:0px solid  !important;border-top:0px solid  !important;border-bottom:0px solid  !important;padding-top: 10px;padding-bottom: 10px;padding-right: 10px;padding-left: 10px;border-radius: 0px !important;}.layout_id_2 .sunshiny_slider .read-more a.more-tag:hover{border-left:0px solid  !important;border-right:0px solid  !important;border-top:0px solid  !important;border-bottom:0px solid  !important;border-radius: 0px !important;}.layout_id_2 .blog_template.bdp_blog_template.sunshiny_slider .post_content a.more-tag{color:#ffffff;background: #fa336c;}.layout_id_2 .blog_template.bdp_blog_template.sunshiny_slider .post_content a.more-tag:hover{background: #333333;}.layout_filter_id_2 .bdp_filter_post_ul li a {padding: 10px 10px 10px 10px ;margin: 0px 0px 0px 0px ;border-left: 1px solid #ffffff;border-right: 1px solid #ffffff;border-top: 1px solid #ffffff;border-bottom: 1px solid #222;color: #000000 !important;background-color: #ffffff !important;}.layout_filter_id_2 .bdp_filter_post_ul li a.bdp_post_selected,.layout_filter_id_2 .bdp_filter_post_ul li a:hover {border-left: 1px solid #ffffff;border-right: 1px solid #ffffff;border-top: 1px solid #ffffff;border-bottom: 3px solid #3b68e5;transition: border-color 0.6s ease;transition: background-color 0.6s ease;transition: color 0.6s ease;}.layout_filter_id_2 .bdp_filter_post_ul li a.bdp_post_selected,.layout_filter_id_2 .bdp_filter_post_ul li a:hover,.layout_filter_id_2 .bdp_filter_post_ul li span {color: #3b68e5 !important;background-color: #ffffff !important;}.layout_filter_id_2 .bdp_filter_post_ul li span:before {border-top: 5px solid #ffffff !important;}","https://mohamedradwan.com/wp-content/plugins/blog-designer-pro/public/images/pinterest.png","../mohamedradwan.com\wp-content\plugins\blog-designer-pro\public\images\pinterest.png","Images","4659","Mon, 13 Jun 2022 15:24:57 GMT","200 OK","1","https://mohamedradwan.com/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2016/04/IMG_05052016_085015.jpg","../mohamedradwan.com\wp-content\uploads\2016\04\IMG_05052016_085015.jpg","Images","1612","Sun, 11 Oct 2020 20:43:52 GMT","200 OK","1","https://mohamedradwan.com/"
"Parsed","Blog &#8211; Automation Planet","https://mohamedradwan.com/blog/","../mohamedradwan.com\blog\blog.html","HTML","150883","","200 OK","1","https://mohamedradwan.com/"
"Parsed","About Me &#8211; Automation Planet","https://mohamedradwan.com/about-me/","../mohamedradwan.com\about-me\about-me.html","HTML","151720","","200 OK","1","https://mohamedradwan.com/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2022/06/276300949_680806203344233_4403622254345832317_n.jpeg","../mohamedradwan.com\wp-content\uploads\2022\06\276300949_680806203344233_4403622254345832317_n.jpeg.jpg","Images","101830","Mon, 06 Jun 2022 23:12:39 GMT","200 OK","1","https://mohamedradwan.com/"
"Parsed","Azure DevOps &#8211; Automation Planet","https://mohamedradwan.com/category/azure-devops/","../mohamedradwan.com\category\azure-devops\azure-devops.html","HTML","151828","","200 OK","1","https://mohamedradwan.com/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/elementor/thumbs/azd-pq28ycpxm2h0epuqd4dq9hy0h9qgcs1o49zt1z9z94.jpeg","../mohamedradwan.com\wp-content\uploads\elementor\thumbs\azd-pq28ycpxm2h0epuqd4dq9hy0h9qgcs1o49zt1z9z94.jpeg.jpg","Images","14294","Sat, 11 Jun 2022 18:48:30 GMT","200 OK","1","https://mohamedradwan.com/"
"Parsed","Agile &#8211; Automation Planet","https://mohamedradwan.com/category/Agile/","../mohamedradwan.com\category\Agile\Agile.html","HTML","155603","","200 OK","1","https://mohamedradwan.com/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2022/06/main-qimg-36d99fe07d592ecab0519180bdc14276-copy.png","../mohamedradwan.com\wp-content\uploads\2022\06\main-qimg-36d99fe07d592ecab0519180bdc14276-copy.png","Images","30188","Sat, 11 Jun 2022 18:48:09 GMT","200 OK","1","https://mohamedradwan.com/"
"Parsed","DevOps &#8211; Automation Planet","https://mohamedradwan.com/category/DevOps/","../mohamedradwan.com\category\DevOps\DevOps.html","HTML","151564","","200 OK","1","https://mohamedradwan.com/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/elementor/thumbs/Ù…Ø§Ù‡Ùˆ-devops-e1654973052644-pq64u2ctkdzdoh78cc3ev959bvcmp4h2sqkzl6ryk8.png","../mohamedradwan.com\wp-content\uploads\elementor\thumbs\Ù…Ø§Ù‡Ùˆ-devops-e1654973052644-pq64u2ctkdzdoh78cc3ev959bvcmp4h2sqkzl6ryk8.png","Images","44687","Sat, 11 Jun 2022 18:48:42 GMT","200 OK","1","https://mohamedradwan.com/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/elementor/thumbs/Git-source-control-owsnevmr1jwxsvqh0it4ty7b4red0xp9zkg8w7kybc.png","../mohamedradwan.com\wp-content\uploads\elementor\thumbs\Git-source-control-owsnevmr1jwxsvqh0it4ty7b4red0xp9zkg8w7kybc.png","Images","36651","Sat, 11 Jun 2022 18:49:46 GMT","200 OK","1","https://mohamedradwan.com/"
"Parsed","Docker &#8211; Automation Planet","https://mohamedradwan.com/category/Docker/","../mohamedradwan.com\category\Docker\Docker.html","HTML","145654","","200 OK","1","https://mohamedradwan.com/"
